ticker,date,hold_days,hybrid_signal,confidence,price_change_pct,correct
TSLA,2025-01-02,20,BUY,55,1.16,True
TSLA,2025-01-03,5,BUY,55,-1.74,False
TSLA,2025-01-03,10,BUY,55,3.32,True
TSLA,2025-01-03,20,BUY,55,-4.44,False
TSLA,2025-01-06,5,BUY,55,-3.57,False
TSLA,2025-01-06,10,BUY,55,0.99,True
TSLA,2025-01-06,20,BUY,55,-8.0,False
TSLA,2025-01-07,5,BUY,55,8.59,True
TSLA,2025-01-07,10,BUY,55,4.57,True
TSLA,2025-01-07,20,BUY,55,-5.08,False
TSLA,2025-01-08,5,SELL,55,4.78,False
TSLA,2025-01-08,10,SELL,55,2.95,False
TSLA,2025-01-08,20,SELL,55,-8.44,True
TSLA,2025-01-10,5,SELL,55,8.05,False
TSLA,2025-01-10,10,SELL,55,0.61,False
TSLA,2025-01-10,20,SELL,55,-11.15,True
TSLA,2025-01-13,5,SELL,55,5.15,False
TSLA,2025-01-13,10,SELL,55,-1.29,True
TSLA,2025-01-13,20,SELL,55,-18.55,True
TSLA,2025-01-14,5,SELL,55,4.73,False
TSLA,2025-01-14,10,SELL,55,-1.83,True
TSLA,2025-01-14,20,SELL,55,-15.1,True
TSLA,2025-01-15,5,SELL,55,-3.7,True
TSLA,2025-01-15,10,SELL,55,-6.52,True
TSLA,2025-01-15,20,SELL,55,-16.88,True
TSLA,2025-01-16,5,SELL,55,-1.75,True
TSLA,2025-01-16,10,SELL,55,-2.23,True
TSLA,2025-01-16,20,SELL,55,-14.01,True
TSLA,2025-01-17,5,SELL,55,-6.88,True
TSLA,2025-01-17,10,SELL,55,-10.04,True
TSLA,2025-01-17,20,SELL,55,-16.97,True
TSLA,2025-01-21,5,SELL,55,-6.13,True
TSLA,2025-01-21,10,SELL,55,-7.51,True
TSLA,2025-01-21,20,SELL,55,-14.98,True
TSLA,2025-01-22,5,SELL,55,-6.27,True
TSLA,2025-01-22,10,SELL,55,-8.9,True
TSLA,2025-01-22,20,SELL,55,-14.63,True
TSLA,2025-01-23,5,SELL,55,-2.93,True
TSLA,2025-01-23,10,SELL,55,-9.23,True
TSLA,2025-01-23,20,SELL,55,-18.09,True
TSLA,2025-01-24,5,SELL,55,-0.49,True
TSLA,2025-01-24,10,SELL,55,-11.06,True
TSLA,2025-01-24,20,SELL,55,-18.7,True
TSLA,2025-01-27,5,SELL,55,-3.39,True
TSLA,2025-01-27,10,SELL,55,-11.69,True
TSLA,2025-01-27,20,SELL,55,-23.76,True
TSLA,2025-01-28,5,SELL,55,-1.48,True
TSLA,2025-01-28,10,SELL,55,-17.48,True
TSLA,2025-01-28,20,SELL,55,-26.95,True
TSLA,2025-01-29,5,SELL,55,-2.81,True
TSLA,2025-01-29,10,SELL,55,-13.52,True
TSLA,2025-01-29,20,SELL,55,-27.54,True
