ticker,date,strategy,signal,horizon,entry_price,future_price,markout_pct,bucket,in_sample
GOOGL,2025-10-16,Hybrid,BUY,2,251.12,256.2,2.0242,rl_override,False
GOOGL,2025-10-16,Hybrid,BUY,3,251.12,250.12,-0.3977,rl_override,False
GOOGL,2025-10-16,Hybrid,BUY,5,251.12,252.74,0.6442,rl_override,False
GOOGL,2025-10-16,Hybrid,BUY,10,251.12,281.1,11.9383,rl_override,False
GOOGL,2025-10-16,Hybrid,BUY,21,251.12,276.04,9.9221,rl_override,False
GOOGL,2025-10-16,RL-only,BUY,1,251.12,252.96,0.7317,,False
GOOGL,2025-10-16,RL-only,BUY,2,251.12,256.2,2.0242,,False
GOOGL,2025-10-16,RL-only,BUY,3,251.12,250.12,-0.3977,,False
GOOGL,2025-10-16,RL-only,BUY,5,251.12,252.74,0.6442,,False
GOOGL,2025-10-16,RL-only,BUY,10,251.12,281.1,11.9383,,False
GOOGL,2025-10-16,RL-only,BUY,21,251.12,276.04,9.9221,,False
GOOGL,2025-10-17,Hybrid,BUY,1,252.96,256.2,1.2831,rl_override,False
GOOGL,2025-10-17,Hybrid,BUY,2,252.96,250.12,-1.1212,rl_override,False
GOOGL,2025-10-17,Hybrid,BUY,3,252.96,251.35,-0.6356,rl_override,False
GOOGL,2025-10-17,Hybrid,BUY,5,252.96,259.57,2.6135,rl_override,False
GOOGL,2025-10-17,Hybrid,BUY,10,252.96,280.81,11.0107,rl_override,False
GOOGL,2025-10-17,Hybrid,BUY,21,252.96,284.63,12.5227,rl_override,False
GOOGL,2025-10-17,RL-only,BUY,1,252.96,256.2,1.2831,,False
GOOGL,2025-10-17,RL-only,BUY,2,252.96,250.12,-1.1212,,False
GOOGL,2025-10-17,RL-only,BUY,3,252.96,251.35,-0.6356,,False
GOOGL,2025-10-17,RL-only,BUY,5,252.96,259.57,2.6135,,False
GOOGL,2025-10-17,RL-only,BUY,10,252.96,280.81,11.0107,,False
GOOGL,2025-10-17,RL-only,BUY,21,252.96,284.63,12.5227,,False
GOOGL,2025-10-20,Hybrid,BUY,1,256.2,250.12,-2.3738,rl_override,False
GOOGL,2025-10-20,Hybrid,BUY,2,256.2,251.35,-1.8944,rl_override,False
GOOGL,2025-10-20,Hybrid,BUY,3,256.2,252.74,-1.3526,rl_override,False
GOOGL,2025-10-20,Hybrid,BUY,5,256.2,268.9,4.9581,rl_override,False
GOOGL,2025-10-20,Hybrid,BUY,10,256.2,283.34,10.5905,rl_override,False
GOOGL,2025-10-20,Hybrid,BUY,21,256.2,283.89,10.8088,rl_override,False
GOOGL,2025-10-20,RL-only,BUY,1,256.2,250.12,-2.3738,,False
GOOGL,2025-10-20,RL-only,BUY,2,256.2,251.35,-1.8944,,False
GOOGL,2025-10-20,RL-only,BUY,3,256.2,252.74,-1.3526,,False
GOOGL,2025-10-20,RL-only,BUY,5,256.2,268.9,4.9581,,False
GOOGL,2025-10-20,RL-only,BUY,10,256.2,283.34,10.5905,,False
GOOGL,2025-10-20,RL-only,BUY,21,256.2,283.89,10.8088,,False
GOOGL,2025-10-21,Hybrid,BUY,1,250.12,251.35,0.4911,rl_override,False
GOOGL,2025-10-21,Hybrid,BUY,2,250.12,252.74,1.0461,rl_override,False
GOOGL,2025-10-21,Hybrid,BUY,3,250.12,259.57,3.7771,rl_override,False
GOOGL,2025-10-21,Hybrid,BUY,5,250.12,267.11,6.7915,rl_override,False
GOOGL,2025-10-21,Hybrid,BUY,10,250.12,277.16,10.8121,rl_override,False
GOOGL,2025-10-21,Hybrid,BUY,21,250.12,292.41,16.9089,rl_override,False
GOOGL,2025-10-21,RL-only,BUY,1,250.12,251.35,0.4911,,False
GOOGL,2025-10-21,RL-only,BUY,2,250.12,252.74,1.0461,,False
GOOGL,2025-10-21,RL-only,BUY,3,250.12,259.57,3.7771,,False
GOOGL,2025-10-21,RL-only,BUY,5,250.12,267.11,6.7915,,False
GOOGL,2025-10-21,RL-only,BUY,10,250.12,277.16,10.8121,,False
GOOGL,2025-10-21,RL-only,BUY,21,250.12,292.41,16.9089,,False
GOOGL,2025-10-22,Hybrid,BUY,1,251.35,252.74,0.5523,rl_override,False
GOOGL,2025-10-22,Hybrid,BUY,2,251.35,259.57,3.2699,rl_override,False
GOOGL,2025-10-22,Hybrid,BUY,3,251.35,268.9,6.9848,rl_override,False
GOOGL,2025-10-22,Hybrid,BUY,5,251.35,274.2,9.0906,rl_override,False
GOOGL,2025-10-22,Hybrid,BUY,10,251.35,283.92,12.9604,rl_override,False
GOOGL,2025-10-22,Hybrid,BUY,21,251.35,289.06,15.0026,rl_override,False
GOOGL,2025-10-22,RL-only,BUY,1,251.35,252.74,0.5523,,False
GOOGL,2025-10-22,RL-only,BUY,2,251.35,259.57,3.2699,,False
GOOGL,2025-10-22,RL-only,BUY,3,251.35,268.9,6.9848,,False
GOOGL,2025-10-22,RL-only,BUY,5,251.35,274.2,9.0906,,False
GOOGL,2025-10-22,RL-only,BUY,10,251.35,283.92,12.9604,,False
GOOGL,2025-10-22,RL-only,BUY,21,251.35,289.06,15.0026,,False
GOOGL,2025-10-23,Hybrid,BUY,1,252.74,259.57,2.7027,rl_override,False
GOOGL,2025-10-23,Hybrid,BUY,2,252.74,268.9,6.3972,rl_override,False
GOOGL,2025-10-23,Hybrid,BUY,3,252.74,267.11,5.686,rl_override,False
GOOGL,2025-10-23,Hybrid,BUY,5,252.74,281.1,11.2218,rl_override,False
GOOGL,2025-10-23,Hybrid,BUY,10,252.74,284.36,12.5138,rl_override,False
GOOGL,2025-10-23,Hybrid,BUY,21,252.74,299.25,18.4052,rl_override,False
GOOGL,2025-10-23,RL-only,BUY,1,252.74,259.57,2.7027,,False
GOOGL,2025-10-23,RL-only,BUY,2,252.74,268.9,6.3972,,False
GOOGL,2025-10-23,RL-only,BUY,3,252.74,267.11,5.686,,False
GOOGL,2025-10-23,RL-only,BUY,5,252.74,281.1,11.2218,,False
GOOGL,2025-10-23,RL-only,BUY,10,252.74,284.36,12.5138,,False
GOOGL,2025-10-23,RL-only,BUY,21,252.74,299.25,18.4052,,False
GOOGL,2025-10-24,Hybrid,BUY,1,259.57,268.9,3.5972,rl_override,False
GOOGL,2025-10-24,Hybrid,BUY,2,259.57,267.11,2.9047,rl_override,False
GOOGL,2025-10-24,Hybrid,BUY,3,259.57,274.2,5.6363,rl_override,False
GOOGL,2025-10-24,Hybrid,BUY,5,259.57,280.81,8.1833,rl_override,False
GOOGL,2025-10-24,Hybrid,BUY,10,259.57,278.45,7.2753,rl_override,False
GOOGL,2025-10-24,Hybrid,BUY,21,259.57,318.15,22.5685,rl_override,False
GOOGL,2025-10-24,RL-only,BUY,1,259.57,268.9,3.5972,,False
GOOGL,2025-10-24,RL-only,BUY,2,259.57,267.11,2.9047,,False
GOOGL,2025-10-24,RL-only,BUY,3,259.57,274.2,5.6363,,False
GOOGL,2025-10-24,RL-only,BUY,5,259.57,280.81,8.1833,,False
GOOGL,2025-10-24,RL-only,BUY,10,259.57,278.45,7.2753,,False
GOOGL,2025-10-24,RL-only,BUY,21,259.57,318.15,22.5685,,False
GOOGL,2025-10-27,Hybrid,BUY,1,268.9,267.11,-0.6685,rl_override,False
GOOGL,2025-10-27,Hybrid,BUY,2,268.9,274.2,1.9683,rl_override,False
GOOGL,2025-10-27,Hybrid,BUY,3,268.9,281.1,4.5345,rl_override,False
GOOGL,2025-10-27,Hybrid,BUY,5,268.9,283.34,5.3664,rl_override,False
GOOGL,2025-10-27,Hybrid,BUY,10,268.9,289.71,7.7357,rl_override,False
GOOGL,2025-10-27,Hybrid,BUY,21,268.9,323.0,20.1174,rl_override,False
GOOGL,2025-10-27,RL-only,BUY,1,268.9,267.11,-0.6685,,False
GOOGL,2025-10-27,RL-only,BUY,2,268.9,274.2,1.9683,,False
GOOGL,2025-10-27,RL-only,BUY,3,268.9,281.1,4.5345,,False
GOOGL,2025-10-27,RL-only,BUY,5,268.9,283.34,5.3664,,False
GOOGL,2025-10-27,RL-only,BUY,10,268.9,289.71,7.7357,,False
GOOGL,2025-10-27,RL-only,BUY,21,268.9,323.0,20.1174,,False
GOOGL,2025-10-28,Hybrid,BUY,1,267.11,274.2,2.6545,rl_override,False
GOOGL,2025-10-28,Hybrid,BUY,2,267.11,281.1,5.238,rl_override,False
GOOGL,2025-10-28,Hybrid,BUY,3,267.11,280.81,5.1295,rl_override,False
GOOGL,2025-10-28,Hybrid,BUY,5,267.11,277.16,3.7649,rl_override,False
GOOGL,2025-10-28,Hybrid,BUY,10,267.11,290.91,8.9131,rl_override,False
GOOGL,2025-10-28,Hybrid,BUY,21,267.11,319.52,19.6209,rl_override,False
GOOGL,2025-10-28,RL-only,BUY,1,267.11,274.2,2.6545,,False
GOOGL,2025-10-28,RL-only,BUY,2,267.11,281.1,5.238,,False
GOOGL,2025-10-28,RL-only,BUY,3,267.11,280.81,5.1295,,False
GOOGL,2025-10-28,RL-only,BUY,5,267.11,277.16,3.7649,,False
GOOGL,2025-10-28,RL-only,BUY,10,267.11,290.91,8.9131,,False
GOOGL,2025-10-28,RL-only,BUY,21,267.11,319.52,19.6209,,False
GOOGL,2025-10-29,Hybrid,BUY,1,274.2,281.1,2.5167,rl_override,False
GOOGL,2025-10-29,Hybrid,BUY,2,274.2,280.81,2.411,rl_override,False
GOOGL,2025-10-29,Hybrid,BUY,3,274.2,283.34,3.3325,rl_override,False
GOOGL,2025-10-29,Hybrid,BUY,5,274.2,283.92,3.5474,rl_override,False
GOOGL,2025-10-29,Hybrid,BUY,10,274.2,286.32,4.4214,rl_override,False
GOOGL,2025-10-29,Hybrid,BUY,21,274.2,319.75,16.6114,rl_override,False
GOOGL,2025-10-29,RL-only,BUY,1,274.2,281.1,2.5167,,False
GOOGL,2025-10-29,RL-only,BUY,2,274.2,280.81,2.411,,False
GOOGL,2025-10-29,RL-only,BUY,3,274.2,283.34,3.3325,,False
GOOGL,2025-10-29,RL-only,BUY,5,274.2,283.92,3.5474,,False
GOOGL,2025-10-29,RL-only,BUY,10,274.2,286.32,4.4214,,False
GOOGL,2025-10-29,RL-only,BUY,21,274.2,319.75,16.6114,,False
GOOGL,2025-10-30,Hybrid,BUY,1,281.1,280.81,-0.103,rl_override,False
GOOGL,2025-10-30,Hybrid,BUY,2,281.1,283.34,0.7958,rl_override,False
GOOGL,2025-10-30,Hybrid,BUY,3,281.1,277.16,-1.3997,rl_override,False
GOOGL,2025-10-30,Hybrid,BUY,5,281.1,284.36,1.1617,rl_override,False
GOOGL,2025-10-30,Hybrid,BUY,10,281.1,278.19,-1.0338,rl_override,False
GOOGL,2025-10-30,Hybrid,BUY,21,281.1,314.46,11.8694,rl_override,False
GOOGL,2025-10-30,RL-only,BUY,1,281.1,280.81,-0.103,,False
GOOGL,2025-10-30,RL-only,BUY,2,281.1,283.34,0.7958,,False
GOOGL,2025-10-30,RL-only,BUY,3,281.1,277.16,-1.3997,,False
GOOGL,2025-10-30,RL-only,BUY,5,281.1,284.36,1.1617,,False
GOOGL,2025-10-30,RL-only,BUY,10,281.1,278.19,-1.0338,,False
GOOGL,2025-10-30,RL-only,BUY,21,281.1,314.46,11.8694,,False
GOOGL,2025-10-31,Hybrid,BUY,1,280.81,283.34,0.8997,rl_override,False
GOOGL,2025-10-31,Hybrid,BUY,2,280.81,277.16,-1.2981,rl_override,False
GOOGL,2025-10-31,Hybrid,BUY,3,280.81,283.92,1.1096,rl_override,False
GOOGL,2025-10-31,Hybrid,BUY,5,280.81,278.45,-0.8393,rl_override,False
GOOGL,2025-10-31,Hybrid,BUY,10,280.81,276.04,-1.6999,rl_override,False
GOOGL,2025-10-31,Hybrid,BUY,21,280.81,315.38,12.3119,rl_override,False
GOOGL,2025-10-31,RL-only,BUY,1,280.81,283.34,0.8997,,False
GOOGL,2025-10-31,RL-only,BUY,2,280.81,277.16,-1.2981,,False
GOOGL,2025-10-31,RL-only,BUY,3,280.81,283.92,1.1096,,False
GOOGL,2025-10-31,RL-only,BUY,5,280.81,278.45,-0.8393,,False
GOOGL,2025-10-31,RL-only,BUY,10,280.81,276.04,-1.6999,,False
GOOGL,2025-10-31,RL-only,BUY,21,280.81,315.38,12.3119,,False
GOOGL,2025-11-03,Hybrid,BUY,1,283.34,277.16,-2.1782,rl_override,False
GOOGL,2025-11-03,Hybrid,BUY,2,283.34,283.92,0.208,rl_override,False
GOOGL,2025-11-03,Hybrid,BUY,3,283.34,284.36,0.363,rl_override,False
GOOGL,2025-11-03,Hybrid,BUY,5,283.34,289.71,2.2487,rl_override,False
GOOGL,2025-11-03,Hybrid,BUY,10,283.34,284.63,0.4582,rl_override,False
GOOGL,2025-11-03,Hybrid,BUY,21,283.34,319.2,12.6569,rl_override,False
GOOGL,2025-11-03,RL-only,BUY,1,283.34,277.16,-2.1782,,False
GOOGL,2025-11-03,RL-only,BUY,2,283.34,283.92,0.208,,False
GOOGL,2025-11-03,RL-only,BUY,3,283.34,284.36,0.363,,False
GOOGL,2025-11-03,RL-only,BUY,5,283.34,289.71,2.2487,,False
GOOGL,2025-11-03,RL-only,BUY,10,283.34,284.63,0.4582,,False
GOOGL,2025-11-03,RL-only,BUY,21,283.34,319.2,12.6569,,False
GOOGL,2025-11-04,Hybrid,BUY,1,277.16,283.92,2.4393,rl_override,False
GOOGL,2025-11-04,Hybrid,BUY,2,277.16,284.36,2.5978,rl_override,False
GOOGL,2025-11-04,Hybrid,BUY,3,277.16,278.45,0.4648,rl_override,False
GOOGL,2025-11-04,Hybrid,BUY,5,277.16,290.91,4.9614,rl_override,False
GOOGL,2025-11-04,Hybrid,BUY,10,277.16,283.89,2.4285,rl_override,False
GOOGL,2025-11-04,Hybrid,BUY,21,277.16,317.19,14.4412,rl_override,False
GOOGL,2025-11-04,RL-only,BUY,1,277.16,283.92,2.4393,,False
GOOGL,2025-11-04,RL-only,BUY,2,277.16,284.36,2.5978,,False
GOOGL,2025-11-04,RL-only,BUY,3,277.16,278.45,0.4648,,False
GOOGL,2025-11-04,RL-only,BUY,5,277.16,290.91,4.9614,,False
GOOGL,2025-11-04,RL-only,BUY,10,277.16,283.89,2.4285,,False
GOOGL,2025-11-04,RL-only,BUY,21,277.16,317.19,14.4412,,False
GOOGL,2025-11-05,Hybrid,BUY,1,283.92,284.36,0.1548,rl_override,False
GOOGL,2025-11-05,Hybrid,BUY,2,283.92,278.45,-1.9275,rl_override,False
GOOGL,2025-11-05,Hybrid,BUY,3,283.92,289.71,2.0365,rl_override,False
GOOGL,2025-11-05,Hybrid,BUY,5,283.92,286.32,0.8441,rl_override,False
GOOGL,2025-11-05,Hybrid,BUY,10,283.92,292.41,2.9897,rl_override,False
GOOGL,2025-11-05,Hybrid,BUY,21,283.92,320.83,12.9999,rl_override,False
GOOGL,2025-11-05,RL-only,BUY,1,283.92,284.36,0.1548,,False
GOOGL,2025-11-05,RL-only,BUY,2,283.92,278.45,-1.9275,,False
GOOGL,2025-11-05,RL-only,BUY,3,283.92,289.71,2.0365,,False
GOOGL,2025-11-05,RL-only,BUY,5,283.92,286.32,0.8441,,False
GOOGL,2025-11-05,RL-only,BUY,10,283.92,292.41,2.9897,,False
GOOGL,2025-11-05,RL-only,BUY,21,283.92,320.83,12.9999,,False
GOOGL,2025-11-06,Hybrid,BUY,1,284.36,278.45,-2.079,rl_override,False
GOOGL,2025-11-06,Hybrid,BUY,2,284.36,289.71,1.8788,rl_override,False
GOOGL,2025-11-06,Hybrid,BUY,3,284.36,290.91,2.3038,rl_override,False
GOOGL,2025-11-06,Hybrid,BUY,5,284.36,278.19,-2.1703,rl_override,False
GOOGL,2025-11-06,Hybrid,BUY,10,284.36,289.06,1.6506,rl_override,False
GOOGL,2025-11-06,Hybrid,BUY,21,284.36,313.5,10.2459,rl_override,False
GOOGL,2025-11-06,RL-only,BUY,1,284.36,278.45,-2.079,,False
GOOGL,2025-11-06,RL-only,BUY,2,284.36,289.71,1.8788,,False
GOOGL,2025-11-06,RL-only,BUY,3,284.36,290.91,2.3038,,False
GOOGL,2025-11-06,RL-only,BUY,5,284.36,278.19,-2.1703,,False
GOOGL,2025-11-06,RL-only,BUY,10,284.36,289.06,1.6506,,False
GOOGL,2025-11-06,RL-only,BUY,21,284.36,313.5,10.2459,,False
GOOGL,2025-11-07,Hybrid,BUY,1,278.45,289.71,4.0419,rl_override,False
GOOGL,2025-11-07,Hybrid,BUY,2,278.45,290.91,4.4758,rl_override,False
GOOGL,2025-11-07,Hybrid,BUY,3,278.45,286.32,2.8261,rl_override,False
GOOGL,2025-11-07,Hybrid,BUY,5,278.45,276.04,-0.8679,rl_override,False
GOOGL,2025-11-07,Hybrid,BUY,10,278.45,299.25,7.4705,rl_override,False
GOOGL,2025-11-07,Hybrid,BUY,21,278.45,316.86,13.7924,rl_override,False
GOOGL,2025-11-07,RL-only,BUY,1,278.45,289.71,4.0419,,False
GOOGL,2025-11-07,RL-only,BUY,2,278.45,290.91,4.4758,,False
GOOGL,2025-11-07,RL-only,BUY,3,278.45,286.32,2.8261,,False
GOOGL,2025-11-07,RL-only,BUY,5,278.45,276.04,-0.8679,,False
GOOGL,2025-11-07,RL-only,BUY,10,278.45,299.25,7.4705,,False
GOOGL,2025-11-07,RL-only,BUY,21,278.45,316.86,13.7924,,False
GOOGL,2025-11-10,Hybrid,BUY,1,289.71,290.91,0.4171,rl_override,False
GOOGL,2025-11-10,Hybrid,BUY,2,289.71,286.32,-1.1686,rl_override,False
GOOGL,2025-11-10,Hybrid,BUY,3,289.71,278.19,-3.9745,rl_override,False
GOOGL,2025-11-10,Hybrid,BUY,5,289.71,284.63,-1.7511,rl_override,False
GOOGL,2025-11-10,Hybrid,BUY,10,289.71,318.15,9.8173,rl_override,False
GOOGL,2025-11-10,Hybrid,BUY,21,289.71,319.98,10.4514,rl_override,False
GOOGL,2025-11-10,RL-only,BUY,1,289.71,290.91,0.4171,,False
GOOGL,2025-11-10,RL-only,BUY,2,289.71,286.32,-1.1686,,False
GOOGL,2025-11-10,RL-only,BUY,3,289.71,278.19,-3.9745,,False
GOOGL,2025-11-10,RL-only,BUY,5,289.71,284.63,-1.7511,,False
GOOGL,2025-11-10,RL-only,BUY,10,289.71,318.15,9.8173,,False
GOOGL,2025-11-10,RL-only,BUY,21,289.71,319.98,10.4514,,False
GOOGL,2025-11-11,Hybrid,BUY,1,290.91,286.32,-1.5791,rl_override,False
GOOGL,2025-11-11,Hybrid,BUY,2,290.91,278.19,-4.3733,rl_override,False
GOOGL,2025-11-11,Hybrid,BUY,3,290.91,276.04,-5.1148,rl_override,False
GOOGL,2025-11-11,Hybrid,BUY,5,290.91,283.89,-2.4132,rl_override,False
GOOGL,2025-11-11,Hybrid,BUY,10,290.91,323.0,11.0295,rl_override,False
GOOGL,2025-11-11,Hybrid,BUY,21,290.91,312.21,7.3202,rl_override,False
GOOGL,2025-11-11,RL-only,BUY,1,290.91,286.32,-1.5791,,False
GOOGL,2025-11-11,RL-only,BUY,2,290.91,278.19,-4.3733,,False
GOOGL,2025-11-11,RL-only,BUY,3,290.91,276.04,-5.1148,,False
GOOGL,2025-11-11,RL-only,BUY,5,290.91,283.89,-2.4132,,False
GOOGL,2025-11-11,RL-only,BUY,10,290.91,323.0,11.0295,,False
GOOGL,2025-11-11,RL-only,BUY,21,290.91,312.21,7.3202,,False
GOOGL,2025-11-12,Hybrid,BUY,1,286.32,278.19,-2.8391,rl_override,False
GOOGL,2025-11-12,Hybrid,BUY,2,286.32,276.04,-3.5925,rl_override,False
GOOGL,2025-11-12,Hybrid,BUY,3,286.32,284.63,-0.5894,rl_override,False
GOOGL,2025-11-12,Hybrid,BUY,5,286.32,292.41,2.1276,rl_override,False
GOOGL,2025-11-12,Hybrid,BUY,10,286.32,319.52,11.5936,rl_override,False
GOOGL,2025-11-12,Hybrid,BUY,21,286.32,309.07,7.9461,rl_override,False
GOOGL,2025-11-12,RL-only,BUY,1,286.32,278.19,-2.8391,,False
GOOGL,2025-11-12,RL-only,BUY,2,286.32,276.04,-3.5925,,False
GOOGL,2025-11-12,RL-only,BUY,3,286.32,284.63,-0.5894,,False
GOOGL,2025-11-12,RL-only,BUY,5,286.32,292.41,2.1276,,False
GOOGL,2025-11-12,RL-only,BUY,10,286.32,319.52,11.5936,,False
GOOGL,2025-11-12,RL-only,BUY,21,286.32,309.07,7.9461,,False
GOOGL,2025-11-13,Hybrid,BUY,1,278.19,276.04,-0.7754,rl_override,False
GOOGL,2025-11-13,Hybrid,BUY,2,278.19,284.63,2.3154,rl_override,False
GOOGL,2025-11-13,Hybrid,BUY,3,278.19,283.89,2.0497,rl_override,False
GOOGL,2025-11-13,Hybrid,BUY,5,278.19,289.06,3.9057,rl_override,False
GOOGL,2025-11-13,Hybrid,BUY,10,278.19,319.75,14.937,rl_override,False
GOOGL,2025-11-13,Hybrid,BUY,21,278.19,308.0,10.716,rl_override,False
GOOGL,2025-11-13,RL-only,BUY,1,278.19,276.04,-0.7754,,False
GOOGL,2025-11-13,RL-only,BUY,2,278.19,284.63,2.3154,,False
GOOGL,2025-11-13,RL-only,BUY,3,278.19,283.89,2.0497,,False
GOOGL,2025-11-13,RL-only,BUY,5,278.19,289.06,3.9057,,False
GOOGL,2025-11-13,RL-only,BUY,10,278.19,319.75,14.937,,False
GOOGL,2025-11-13,RL-only,BUY,21,278.19,308.0,10.716,,False
GOOGL,2025-11-14,Hybrid,BUY,1,276.04,284.63,3.1149,rl_override,False
GOOGL,2025-11-14,Hybrid,BUY,2,276.04,283.89,2.8472,rl_override,False
GOOGL,2025-11-14,Hybrid,BUY,3,276.04,292.41,5.9332,rl_override,False
GOOGL,2025-11-14,Hybrid,BUY,5,276.04,299.25,8.4114,rl_override,False
GOOGL,2025-11-14,Hybrid,BUY,10,276.04,314.46,13.9213,rl_override,False
GOOGL,2025-11-14,Hybrid,BUY,21,276.04,306.35,10.9839,rl_override,False
GOOGL,2025-11-14,RL-only,BUY,1,276.04,284.63,3.1149,,False
GOOGL,2025-11-14,RL-only,BUY,2,276.04,283.89,2.8472,,False
GOOGL,2025-11-14,RL-only,BUY,3,276.04,292.41,5.9332,,False
GOOGL,2025-11-14,RL-only,BUY,5,276.04,299.25,8.4114,,False
GOOGL,2025-11-14,RL-only,BUY,10,276.04,314.46,13.9213,,False
GOOGL,2025-11-14,RL-only,BUY,21,276.04,306.35,10.9839,,False
GOOGL,2025-11-17,Hybrid,BUY,1,284.63,283.89,-0.2596,rl_override,False
GOOGL,2025-11-17,Hybrid,BUY,2,284.63,292.41,2.7331,rl_override,False
GOOGL,2025-11-17,Hybrid,BUY,3,284.63,289.06,1.5543,rl_override,False
GOOGL,2025-11-17,Hybrid,BUY,5,284.63,318.15,11.7746,rl_override,False
GOOGL,2025-11-17,Hybrid,BUY,10,284.63,315.38,10.8028,rl_override,False
GOOGL,2025-11-17,Hybrid,BUY,21,284.63,296.51,4.1731,rl_override,False
GOOGL,2025-11-17,RL-only,BUY,1,284.63,283.89,-0.2596,,False
GOOGL,2025-11-17,RL-only,BUY,2,284.63,292.41,2.7331,,False
GOOGL,2025-11-17,RL-only,BUY,3,284.63,289.06,1.5543,,False
GOOGL,2025-11-17,RL-only,BUY,5,284.63,318.15,11.7746,,False
GOOGL,2025-11-17,RL-only,BUY,10,284.63,315.38,10.8028,,False
GOOGL,2025-11-17,RL-only,BUY,21,284.63,296.51,4.1731,,False
GOOGL,2025-11-18,Hybrid,BUY,1,283.89,292.41,3.0006,rl_override,False
GOOGL,2025-11-18,Hybrid,BUY,2,283.89,289.06,1.8186,rl_override,False
GOOGL,2025-11-18,Hybrid,BUY,3,283.89,299.25,5.4102,rl_override,False
GOOGL,2025-11-18,Hybrid,BUY,5,283.89,323.0,13.7752,rl_override,False
GOOGL,2025-11-18,Hybrid,BUY,10,283.89,319.2,12.4349,rl_override,False
GOOGL,2025-11-18,Hybrid,BUY,21,283.89,302.25,6.4647,rl_override,False
GOOGL,2025-11-18,RL-only,BUY,1,283.89,292.41,3.0006,,False
GOOGL,2025-11-18,RL-only,BUY,2,283.89,289.06,1.8186,,False
GOOGL,2025-11-18,RL-only,BUY,3,283.89,299.25,5.4102,,False
GOOGL,2025-11-18,RL-only,BUY,5,283.89,323.0,13.7752,,False
GOOGL,2025-11-18,RL-only,BUY,10,283.89,319.2,12.4349,,False
GOOGL,2025-11-18,RL-only,BUY,21,283.89,302.25,6.4647,,False
GOOGL,2025-11-19,Hybrid,BUY,1,292.41,289.06,-1.1475,rl_override,False
GOOGL,2025-11-19,Hybrid,BUY,2,292.41,299.25,2.3394,rl_override,False
GOOGL,2025-11-19,Hybrid,BUY,3,292.41,318.15,8.8009,rl_override,False
GOOGL,2025-11-19,Hybrid,BUY,5,292.41,319.52,9.2688,rl_override,False
GOOGL,2025-11-19,Hybrid,BUY,10,292.41,317.19,8.4731,rl_override,False
GOOGL,2025-11-19,Hybrid,BUY,21,292.41,306.94,4.9694,rl_override,False
GOOGL,2025-11-19,RL-only,BUY,1,292.41,289.06,-1.1475,,False
GOOGL,2025-11-19,RL-only,BUY,2,292.41,299.25,2.3394,,False
