ticker,date,cross_type,entry_price,exit_price,hold_days,price_change_pct,crossover_correct,rule_signal,rule_correct,atv_confirmed,rsi_gate,hybrid_signal,hybrid_correct,confidence,rl_agrees
MSFT,2022-07-26,death_cross,244.25,273.73,10,12.07,False,HOLD,,False,n/a,HOLD,,70,True
MSFT,2022-07-26,death_cross,244.25,268.61,20,9.97,False,HOLD,,False,n/a,HOLD,,70,True
MSFT,2022-07-28,golden_cross,268.02,275.04,5,2.62,True,HOLD,,False,n/a,HOLD,,70,True
MSFT,2022-07-28,golden_cross,268.02,278.3,10,3.84,True,HOLD,,False,n/a,HOLD,,70,True
MSFT,2022-07-28,golden_cross,268.02,270.95,20,1.1,True,HOLD,,False,n/a,HOLD,,70,True
MSFT,2022-09-14,death_cross,245.08,232.18,5,-5.26,True,HOLD,,True,blocked_oversold,HOLD,,55,False
MSFT,2022-09-14,death_cross,245.08,234.24,10,-4.42,True,HOLD,,True,blocked_oversold,HOLD,,55,False
MSFT,2022-09-14,death_cross,245.08,219.36,20,-10.49,True,HOLD,,True,blocked_oversold,HOLD,,55,False
MSFT,2022-11-30,golden_cross,248.61,238.12,5,-4.22,False,HOLD,,False,n/a,HOLD,,70,True
MSFT,2022-11-30,golden_cross,248.61,250.64,10,0.82,True,HOLD,,False,n/a,HOLD,,70,True
MSFT,2022-11-30,golden_cross,248.61,234.85,20,-5.54,False,HOLD,,False,n/a,HOLD,,70,True
MSFT,2023-01-10,death_cross,223.0,229.78,5,3.04,False,SELL,False,True,passed,SELL,False,60,False
MSFT,2023-01-10,death_cross,223.0,234.46,10,5.14,False,SELL,False,True,passed,SELL,False,60,False
MSFT,2023-01-10,death_cross,223.0,259.91,20,16.55,False,SELL,False,True,passed,SELL,False,60,False
