ticker,date,strategy,signal,horizon,entry_price,future_price,markout_pct,timesteps
AAPL,2025-09-23,Hybrid,SELL,1,253.95,251.83,0.8332,100000
AAPL,2025-09-23,Hybrid,SELL,2,253.95,256.38,-0.959,100000
AAPL,2025-09-23,Hybrid,SELL,3,253.95,254.97,-0.4048,100000
AAPL,2025-09-23,Hybrid,SELL,5,253.95,254.15,-0.0786,100000
AAPL,2025-09-23,Hybrid,SELL,10,253.95,255.99,-0.8057,100000
AAPL,2025-09-23,Hybrid,SELL,21,253.95,257.96,-1.58,100000
AAPL,2025-09-23,RL,SELL,1,253.95,251.83,0.8332,100000
AAPL,2025-09-23,RL,SELL,2,253.95,256.38,-0.959,100000
AAPL,2025-09-23,RL,SELL,3,253.95,254.97,-0.4048,100000
AAPL,2025-09-23,RL,SELL,5,253.95,254.15,-0.0786,100000
AAPL,2025-09-23,RL,SELL,10,253.95,255.99,-0.8057,100000
AAPL,2025-09-23,RL,SELL,21,253.95,257.96,-1.58,100000
AAPL,2025-09-24,Hybrid,SELL,1,251.83,256.38,-1.8073,100000
AAPL,2025-09-24,Hybrid,SELL,2,251.83,254.97,-1.2485,100000
AAPL,2025-09-24,Hybrid,SELL,3,251.83,253.95,-0.8402,100000
AAPL,2025-09-24,Hybrid,SELL,5,251.83,254.96,-1.2445,100000
AAPL,2025-09-24,Hybrid,SELL,10,251.83,257.57,-2.279,100000
AAPL,2025-09-24,Hybrid,SELL,21,251.83,259.09,-2.8814,100000
AAPL,2025-09-24,RL,SELL,1,251.83,256.38,-1.8073,100000
AAPL,2025-09-24,RL,SELL,2,251.83,254.97,-1.2485,100000
AAPL,2025-09-24,RL,SELL,3,251.83,253.95,-0.8402,100000
AAPL,2025-09-24,RL,SELL,5,251.83,254.96,-1.2445,100000
AAPL,2025-09-24,RL,SELL,10,251.83,257.57,-2.279,100000
AAPL,2025-09-24,RL,SELL,21,251.83,259.09,-2.8814,100000
AAPL,2025-09-25,Hybrid,SELL,1,256.38,254.97,0.5489,100000
AAPL,2025-09-25,Hybrid,SELL,2,256.38,253.95,0.9499,100000
AAPL,2025-09-25,Hybrid,SELL,3,256.38,254.15,0.872,100000
AAPL,2025-09-25,Hybrid,SELL,5,256.38,256.64,-0.1012,100000
AAPL,2025-09-25,Hybrid,SELL,10,256.38,253.56,1.1017,100000
AAPL,2025-09-25,Hybrid,SELL,21,256.38,262.32,-2.3164,100000
AAPL,2025-09-25,RL,SELL,1,256.38,254.97,0.5489,100000
AAPL,2025-09-25,RL,SELL,2,256.38,253.95,0.9499,100000
AAPL,2025-09-25,RL,SELL,3,256.38,254.15,0.872,100000
AAPL,2025-09-25,RL,SELL,5,256.38,256.64,-0.1012,100000
AAPL,2025-09-25,RL,SELL,10,256.38,253.56,1.1017,100000
AAPL,2025-09-25,RL,SELL,21,256.38,262.32,-2.3164,100000
AAPL,2025-09-26,Hybrid,SELL,1,254.97,253.95,0.4032,100000
AAPL,2025-09-26,Hybrid,SELL,2,254.97,254.15,0.3249,100000
AAPL,2025-09-26,Hybrid,SELL,3,254.97,254.96,0.0039,100000
AAPL,2025-09-26,Hybrid,SELL,5,254.97,257.53,-1.0021,100000
AAPL,2025-09-26,Hybrid,SELL,10,254.97,244.8,3.9889,100000
AAPL,2025-09-26,Hybrid,SELL,21,254.97,268.3,-5.2259,100000
AAPL,2025-09-26,RL,SELL,1,254.97,253.95,0.4032,100000
AAPL,2025-09-26,RL,SELL,2,254.97,254.15,0.3249,100000
AAPL,2025-09-26,RL,SELL,3,254.97,254.96,0.0039,100000
AAPL,2025-09-26,RL,SELL,5,254.97,257.53,-1.0021,100000
AAPL,2025-09-26,RL,SELL,10,254.97,244.8,3.9889,100000
AAPL,2025-09-26,RL,SELL,21,254.97,268.3,-5.2259,100000
AAPL,2025-09-29,Hybrid,SELL,1,253.95,254.15,-0.0786,100000
AAPL,2025-09-29,Hybrid,SELL,2,253.95,254.96,-0.4009,100000
AAPL,2025-09-29,Hybrid,SELL,3,253.95,256.64,-1.0612,100000
AAPL,2025-09-29,Hybrid,SELL,5,253.95,256.2,-0.8883,100000
AAPL,2025-09-29,Hybrid,SELL,10,253.95,247.19,2.6608,100000
AAPL,2025-09-29,Hybrid,SELL,21,253.95,268.49,-5.7265,100000
AAPL,2025-09-29,RL,SELL,1,253.95,254.15,-0.0786,100000
AAPL,2025-09-29,RL,SELL,2,253.95,254.96,-0.4009,100000
AAPL,2025-09-29,RL,SELL,3,253.95,256.64,-1.0612,100000
AAPL,2025-09-29,RL,SELL,5,253.95,256.2,-0.8883,100000
AAPL,2025-09-29,RL,SELL,10,253.95,247.19,2.6608,100000
AAPL,2025-09-29,RL,SELL,21,253.95,268.49,-5.7265,100000
AAPL,2025-09-30,Hybrid,SELL,1,254.15,254.96,-0.322,100000
AAPL,2025-09-30,Hybrid,SELL,2,254.15,256.64,-0.9818,100000
AAPL,2025-09-30,Hybrid,SELL,3,254.15,257.53,-1.3313,100000
AAPL,2025-09-30,Hybrid,SELL,5,254.15,255.99,-0.7266,100000
AAPL,2025-09-30,Hybrid,SELL,10,254.15,247.3,2.6941,100000
AAPL,2025-09-30,Hybrid,SELL,21,254.15,269.19,-5.9184,100000
AAPL,2025-09-30,RL,SELL,1,254.15,254.96,-0.322,100000
AAPL,2025-09-30,RL,SELL,2,254.15,256.64,-0.9818,100000
AAPL,2025-09-30,RL,SELL,3,254.15,257.53,-1.3313,100000
AAPL,2025-09-30,RL,SELL,5,254.15,255.99,-0.7266,100000
AAPL,2025-09-30,RL,SELL,10,254.15,247.3,2.6941,100000
AAPL,2025-09-30,RL,SELL,21,254.15,269.19,-5.9184,100000
AAPL,2025-10-01,Hybrid,BUY,1,254.96,256.64,0.6577,100000
AAPL,2025-10-01,Hybrid,BUY,2,254.96,257.53,1.0061,100000
AAPL,2025-10-01,Hybrid,BUY,3,254.96,256.2,0.4854,100000
AAPL,2025-10-01,Hybrid,BUY,5,254.96,257.57,1.0217,100000
AAPL,2025-10-01,Hybrid,BUY,10,254.96,248.87,-2.3919,100000
AAPL,2025-10-01,Hybrid,BUY,21,254.96,270.88,6.2439,100000
AAPL,2025-10-01,RL,BUY,1,254.96,256.64,0.6577,100000
AAPL,2025-10-01,RL,BUY,2,254.96,257.53,1.0061,100000
AAPL,2025-10-01,RL,BUY,3,254.96,256.2,0.4854,100000
AAPL,2025-10-01,RL,BUY,5,254.96,257.57,1.0217,100000
AAPL,2025-10-01,RL,BUY,10,254.96,248.87,-2.3919,100000
AAPL,2025-10-01,RL,BUY,21,254.96,270.88,6.2439,100000
AAPL,2025-10-02,Hybrid,BUY,1,256.64,257.53,0.3461,100000
AAPL,2025-10-02,Hybrid,BUY,2,256.64,256.2,-0.1711,100000
AAPL,2025-10-02,Hybrid,BUY,3,256.64,255.99,-0.2528,100000
AAPL,2025-10-02,Hybrid,BUY,5,256.64,253.56,-1.2017,100000
AAPL,2025-10-02,Hybrid,BUY,10,256.64,246.98,-3.7646,100000
AAPL,2025-10-02,Hybrid,BUY,21,256.64,269.86,5.1491,100000
AAPL,2025-10-02,RL,BUY,1,256.64,257.53,0.3461,100000
AAPL,2025-10-02,RL,BUY,2,256.64,256.2,-0.1711,100000
AAPL,2025-10-02,RL,BUY,3,256.64,255.99,-0.2528,100000
AAPL,2025-10-02,RL,BUY,5,256.64,253.56,-1.2017,100000
AAPL,2025-10-02,RL,BUY,10,256.64,246.98,-3.7646,100000
AAPL,2025-10-02,RL,BUY,21,256.64,269.86,5.1491,100000
AAPL,2025-10-03,Hybrid,BUY,1,257.53,256.2,-0.5155,100000
AAPL,2025-10-03,Hybrid,BUY,2,257.53,255.99,-0.5968,100000
AAPL,2025-10-03,Hybrid,BUY,3,257.53,257.57,0.0155,100000
AAPL,2025-10-03,Hybrid,BUY,5,257.53,244.8,-4.9415,100000
AAPL,2025-10-03,Hybrid,BUY,10,257.53,251.81,-2.2208,100000
AAPL,2025-10-03,Hybrid,BUY,21,257.53,268.54,4.2749,100000
AAPL,2025-10-03,RL,BUY,1,257.53,256.2,-0.5155,100000
AAPL,2025-10-03,RL,BUY,2,257.53,255.99,-0.5968,100000
AAPL,2025-10-03,RL,BUY,3,257.53,257.57,0.0155,100000
AAPL,2025-10-03,RL,BUY,5,257.53,244.8,-4.9415,100000
AAPL,2025-10-03,RL,BUY,10,257.53,251.81,-2.2208,100000
AAPL,2025-10-03,RL,BUY,21,257.53,268.54,4.2749,100000
AAPL,2025-10-06,Hybrid,BUY,1,256.2,255.99,-0.0818,100000
AAPL,2025-10-06,Hybrid,BUY,2,256.2,257.57,0.5337,100000
AAPL,2025-10-06,Hybrid,BUY,3,256.2,253.56,-1.0324,100000
AAPL,2025-10-06,Hybrid,BUY,5,256.2,247.19,-3.5179,100000
AAPL,2025-10-06,Hybrid,BUY,10,256.2,261.74,2.1621,100000
AAPL,2025-10-06,Hybrid,BUY,21,256.2,269.53,5.2008,100000
AAPL,2025-10-06,RL,BUY,1,256.2,255.99,-0.0818,100000
AAPL,2025-10-06,RL,BUY,2,256.2,257.57,0.5337,100000
AAPL,2025-10-06,RL,BUY,3,256.2,253.56,-1.0324,100000
AAPL,2025-10-06,RL,BUY,5,256.2,247.19,-3.5179,100000
AAPL,2025-10-06,RL,BUY,10,256.2,261.74,2.1621,100000
AAPL,2025-10-06,RL,BUY,21,256.2,269.53,5.2008,100000
AAPL,2025-10-07,Hybrid,BUY,1,255.99,257.57,0.616,100000
AAPL,2025-10-07,Hybrid,BUY,2,255.99,253.56,-0.9514,100000
AAPL,2025-10-07,Hybrid,BUY,3,255.99,244.8,-4.3707,100000
AAPL,2025-10-07,Hybrid,BUY,5,255.99,247.3,-3.396,100000
AAPL,2025-10-07,Hybrid,BUY,10,255.99,262.27,2.4524,100000
AAPL,2025-10-07,Hybrid,BUY,21,255.99,269.63,5.3259,100000
AAPL,2025-10-07,RL,BUY,1,255.99,257.57,0.616,100000
AAPL,2025-10-07,RL,BUY,2,255.99,253.56,-0.9514,100000
AAPL,2025-10-07,RL,BUY,3,255.99,244.8,-4.3707,100000
AAPL,2025-10-07,RL,BUY,5,255.99,247.3,-3.396,100000
AAPL,2025-10-07,RL,BUY,10,255.99,262.27,2.4524,100000
AAPL,2025-10-07,RL,BUY,21,255.99,269.63,5.3259,100000
AAPL,2025-10-08,Hybrid,BUY,1,257.57,253.56,-1.5578,100000
AAPL,2025-10-08,Hybrid,BUY,2,257.57,244.8,-4.9562,100000
AAPL,2025-10-08,Hybrid,BUY,3,257.57,247.19,-4.0301,100000
AAPL,2025-10-08,Hybrid,BUY,5,257.57,248.87,-3.3791,100000
AAPL,2025-10-08,Hybrid,BUY,10,257.57,257.96,0.1511,100000
AAPL,2025-10-08,Hybrid,BUY,21,257.57,269.26,4.5377,100000
AAPL,2025-10-08,RL,BUY,1,257.57,253.56,-1.5578,100000
AAPL,2025-10-08,RL,BUY,2,257.57,244.8,-4.9562,100000
AAPL,2025-10-08,RL,BUY,3,257.57,247.19,-4.0301,100000
AAPL,2025-10-08,RL,BUY,5,257.57,248.87,-3.3791,100000
AAPL,2025-10-08,RL,BUY,10,257.57,257.96,0.1511,100000
AAPL,2025-10-08,RL,BUY,21,257.57,269.26,4.5377,100000
AAPL,2025-10-09,Hybrid,BUY,1,253.56,244.8,-3.4522,100000
AAPL,2025-10-09,Hybrid,BUY,2,253.56,247.19,-2.5114,100000
AAPL,2025-10-09,Hybrid,BUY,3,253.56,247.3,-2.4681,100000
AAPL,2025-10-09,Hybrid,BUY,5,253.56,246.98,-2.5941,100000
AAPL,2025-10-09,Hybrid,BUY,10,253.56,259.09,2.1808,100000
AAPL,2025-10-09,Hybrid,BUY,21,253.56,267.96,5.6802,100000
AAPL,2025-10-09,RL,BUY,1,253.56,244.8,-3.4522,100000
AAPL,2025-10-09,RL,BUY,2,253.56,247.19,-2.5114,100000
AAPL,2025-10-09,RL,BUY,3,253.56,247.3,-2.4681,100000
AAPL,2025-10-09,RL,BUY,5,253.56,246.98,-2.5941,100000
AAPL,2025-10-09,RL,BUY,10,253.56,259.09,2.1808,100000
AAPL,2025-10-09,RL,BUY,21,253.56,267.96,5.6802,100000
AAPL,2025-10-10,Hybrid,BUY,1,244.8,247.19,0.9744,100000
AAPL,2025-10-10,Hybrid,BUY,2,244.8,247.3,1.0193,100000
AAPL,2025-10-10,Hybrid,BUY,3,244.8,248.87,1.6594,100000
AAPL,2025-10-10,Hybrid,BUY,5,244.8,251.81,2.8621,100000
AAPL,2025-10-10,Hybrid,BUY,10,244.8,262.32,7.1554,100000
AAPL,2025-10-10,Hybrid,BUY,21,244.8,269.18,9.9569,100000
AAPL,2025-10-10,RL,BUY,1,244.8,247.19,0.9744,100000
AAPL,2025-10-10,RL,BUY,2,244.8,247.3,1.0193,100000
AAPL,2025-10-10,RL,BUY,3,244.8,248.87,1.6594,100000
AAPL,2025-10-10,RL,BUY,5,244.8,251.81,2.8621,100000
